BoMAll,BoMAllNoAZ,TeoOnly,TeoOnlyNoAZ
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
185,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
250,NA,NA,NA
270,NA,NA,NA
270,NA,NA,NA
270,NA,NA,NA
270,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
275,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
350,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
400,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
450,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
495,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
620,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
650,NA,NA,NA
675,NA,NA,NA
675,NA,NA,NA
675,NA,NA,NA
675,NA,NA,NA
675,NA,NA,NA
675,NA,NA,NA
675,NA,NA,NA
675,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
700,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
770,NA,NA,NA
800,NA,NA,NA
1070,NA,NA,NA
1075,NA,NA,NA
1075,NA,NA,NA
1075,NA,NA,NA
1075,NA,NA,NA
1075,NA,NA,NA
1100,NA,NA,NA
1100,NA,NA,NA
1100,NA,NA,NA
1100,NA,NA,NA
1100,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1170,NA,NA,NA
1320,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1570,NA,NA,NA
1775,NA,NA,NA
1820,NA,NA,NA
1820,NA,NA,NA
1820,NA,NA,NA
1820,NA,NA,NA
1820,NA,NA,NA
1820,NA,NA,NA
2270,NA,NA,NA
2270,NA,NA,NA
2270,NA,NA,NA
2270,NA,NA,NA
2270,NA,NA,NA
2270,NA,NA,NA
2270,NA,NA,NA
2270,NA,NA,NA
2390,NA,NA,NA
2890,NA,NA,NA
2890,NA,NA,NA
